program,url,title,text,text_length
yessenov-scholarship,https://yessenovfoundation.org/en/about-us/programs/science/yessenov-scholarship/stipendiya-im-akademika-sh-esenova-2025/,Shakhmardan Yessenov Scholarship 2025 — Shakhmardan Yessenov Foundation,"Shakhmardan Yessenov Scholarship 2025
PLEASE READ CAREFULLY THE PROGRAM PROVISIONS AT THE BOTTOM OF THE PAGE.
Shakhmardan Yessenov Foundation announces a competition for the provision of 20 monthly student scholarships 70,000 tenge each.
Program participants: students, citizens of Kazakhstan over 18, studying at universities of Kazakhstan in 2-3 years of studying of a bachelor’s degree programme, as well as 2-5 year undergraduate courses for medical schools, in natural science, technical, medical and IT specialties.
Number of scholarships: 20
To participate in the Competition for the Shakhmardan Yessenov scholarship, the candidate must:
- Fill in an online application form on the Foundation’s website – yessenovfoundation.org
- Attach to the application form:
Mandatory documents:
- ID scan;
- Essay titled “Is it easy to become a professional in the modern world? What hinders and what contributes to this?” (text in the edited document);
- The transcript of records of the student (GPA no less than 3.0). *Аpplications with the score below 3.0 are not considered;
- A certificate of no criminal record/ criminal record.
Additional documents:
- Certificates/Diplomas in Science – no more than 2 certificates*;
- Social activities and volunteering certificates – no more than three (3) certificates*;
- Publications – no more than two (2) publications*;
- Recommendation letter from the scientific supervisor/head of department – no more than one (1) document.
*The Foundation considers limited number of certificates. A candidate has to independently select certificates, which best reflect his/her achievements.
The applications are accepted on the website of the Foundation from February, 3 to March, 4 2025.
 Applications will be accepted till March 4, 2025, at 3:00 PM (GMT+5). Applications submitted after the deadline will not be considered.
Seen by: 4,786",1872
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/programma-nauchnyh-stazhirovok-v-laboratoriyah-mira-2025/,Program of the scientific internships in the World laboratories – 2025 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2025
PLEASE CAREFULLY STUDY THE PROVISIONS OF THE PROGRAM AT THE BOTTOM OF THE PAGE.
The Shakhmardan Yessenov Foundation launches its annual grant competition for 10 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
 
IF YOU ARE:
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to GET A GRANT AND PARTICIPATE IN A SCIENTIFIC INTERNSHIP IN THE SUMMER OF 2025!
To do so starting October 7 submit your application down below, including the following documents by November 12, 2024:
Required documents:
- ID scan;
- An essay on the following topic: “The research I would like to conduct”. The essay should contain answers to the following questions:
 – what research experience do you have?
 – how do you envision the research you would like to conduct and what can be done to accomplish it?
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades or a diploma from the last place of study (for Master’s students and Research Specialists) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates;
- Publications – no more than 2 publications;
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
The program offers 10 grants for scientific internships at leading research laboratories around the world, lasting up to 90 days.
DON’T MISS YOUR CHANCE!
Seen by: 4,183",1981
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/programma-nauchnyh-stazhirovok-v-laboratoriyah-mira-2026/,Program of the scientific internships in the World laboratories – 2026 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2026
PLEASE CAREFULLY STUDY THE PROVISIONS OF THE PROGRAM AT THE BOTTOM OF THE PAGE.
The Shakhmardan Yessenov Foundation launches its annual grant competition for 10 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
IF YOU ARE:
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to GET A GRANT AND PARTICIPATE IN A SCIENTIFIC INTERNSHIP IN THE SUMMER OF 2026!
To do so starting October 7 submit your application down below, including the following documents by November 06, 2025:
Required documents:
- ID scan;
- An essay on the following topic: “The research I would like to conduct”.
 The essay should contain answers to the following questions:
- what research experience do you have?
- how do you envision the research you would like to conduct and what can be done to accomplish it?
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades or a diploma from the last place of study (for Master’s students and Research Specialists) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates;
- Publications – no more than 2 publications;
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
The program offers 10 grants for scientific internships at leading research laboratories around the world, lasting up to 90 days.
DON’T MISS YOUR CHANCE!
Seen by: 3,903",1978
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2014/,Рrogram of the scientific internships in laboratories of the world - 2014 — Shakhmardan Yessenov Foundation,"The program of the scientific internships in laboratories of the world – 2014
The program provides an opportunity for ten best students who have completed two competitive selections to receive sponsorship for a summer internship in laboratories around the world in 2014
Terms of the program:
Eligibility: students of 2,3 courses of Kazakh universities that study in science, technology or specialties related to Nutrition / Food Studies and Public Health.
Number of grants: 10
Required documents:
- a copy of the identity card;
- a copy of the record book (all sessions);
- A copy of the certificate of secondary education and the insert;
- copies of diplomas, certificates, competitions of scientific works;
- an essay on the topic “I need a PhD degree for …”;
- a recommendation of the pro-rector or rector of the university;
Deadline for submission of documents: until 30.11.2013
Notes: The application with all the package of documents must be sent to the e-mail address of the Foundation: info@vessenovfoundation.org.
Seen by: 1,118",1037
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2015/,Рrogram of the scientific internships in laboratories of the world - 2015 — Shakhmardan Yessenov Foundation,"The program of the scientific internships in laboratories of the world – 2015
The program provides an opportunity for ten best students who have completed two competitive selections to receive sponsorship for a summer internship in laboratories in the world in 2015
Terms of the program:
Eligibility: students of 2,3 courses of Kazakh universities that study in science, technology or specialties related to Nutrition / Food Studies and Public Health.
Number of grants: 10
Required documents:
- a copy of the identity card;
- a copy of the record book (all sessions);
- A copy of the certificate of secondary education and the insert;
- copies of diplomas, certificates, competitions of scientific works;
- an essay on the topic “I need a PhD degree for …”;
- a recommendation of the pro-rector or rector of the university;
Deadline for submission of documents: until 10.12.2014
Notes: The application with all the package of documents must be sent to the e-mail address of the Foundation: info@vessenovfoundation.org.
Seen by: 912",1031
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2016/,Program of the scientific internships in laboratories of the world - 2016 — Shakhmardan Yessenov Foundation,"The program of the scientific internships in laboratories of the world – 2016
The program provides an opportunity for ten best students who have completed two competitive selections to receive sponsorship for a summer internship in laboratories around the world in 2016
Terms of the program:
Eligibility: students of 2,3 courses of Kazakh universities that study in science, technology or specialties related to Nutrition / Food Studies and Public Health.
Number of grants: 10
Required documents:
- a copy of the identity card;
- a copy of the record book (all sessions);
- A copy of the certificate of secondary education and the insert;
- copies of diplomas, certificates, competitions of scientific works;
- an essay on the topic “I need a PhD degree for …”;
- recommendation of the pro-rector or rector of the university;
Deadline for submission of documents: until 15.12.2015
Notes: The application with all the package of documents must be sent to the e-mail address of the Foundation: info@vessenovfoundation.org.
Documents on the program:
Seen by: 1,006",1061
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2017/,Program of the scientific internships in laboratories of the world - 2017 — Shakhmardan Yessenov Foundation,"The program of the scientific internships in laboratories of the world – 2017
The program provides an opportunity for ten best students who have completed two competitive selections to receive sponsorship for a summer internship in laboratories around the world in 2017
Terms of the program:
Eligibility: students of 2,3 courses of Kazakh universities that study in science, technology or specialties related to Nutrition / Food Studies and Public Health.
Number of grants: 10
Required documents:
- a copy of the identity card;
- a copy of the record book (all sessions);
- A copy of the certificate of secondary education and the insert;
- copies of diplomas, certificates, competitions of scientific works;
- an essay on the topic “I need a PhD degree for …”;
- recommendation of the pro-rector or rector of the university;
Deadline for submission of documents: until 19/12/2016
Notes: The application with all the package of documents must be sent to the e-mail address of the Foundation: info@vessenovfoundation.org.
Documents on the program:
Seen by: 997",1059
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2018/,Research Internships in Laboratories for Graduate Students and Specialists 2018 — Shakhmardan Yessenov Foundation,"Research Internships in Laboratories for Graduate Students and Specialists 2018
Provision of 5 grants to the graduate students and/or specialists with major in natural sciences to undertake a research internship in laboratories around the world with the subsequent opportunity of applying to a Ph.D program in the future (undertaken by the students themselves).
Program eligibility
The Program is open to (a) working research specialists with a degree no higher than Master’s, (b) undergraduate students in their senior year and (c) graduate students (both 1st and 2nd year) majoring in engineering and natural sciences and enrolled in universities of Kazakhstan. Applicants must be citizens of the Republic of Kazakhstan.
Number of grants: 5
Grant amount: 7000 US Dollars.
Required documents:
- CV;
- Scan copy of applicant’s national ID;
- Scan copy of applicant’s official transcript and bachelor degree diploma (for graduate students and working specialists);
- Copies of diplomas, certificates, scientific projects, etc.
- An essay on the subject: “I would like pursue to science because…”
- Recommendation letter(s) from research advisor
Application call is open from Jan 8 through Feb 18, 2018
Application and all the required documents must be sent to the Foundation’s e-mail: info@yessenovfoundation.org.
Seen by: 1,458",1328
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2019/,Program of the scientific internships in the World laboratories - 2019 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2019
“RESEARCH INTERNSHIP IN WORLD LABORATORIES” COMPETITION
The Shakhmardan Yessenov Science and Education Foundation launches its annual grant competition for 17 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
10 grants will be allocated to 2-3 year undergraduate students and 7 grants will be allocated to final year undergraduate students, master’s students, and active research associates.
If you are:
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research associate;
- Majoring in engineering or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- You are involved in scientific projects and have scientific achievements;
- You have a strong interest in specific fields of science and you can provide relevant evidence of your interest to the Foundation;
- You are eager to contribute to the development of science in Kazakhstan.
You have the chance to: receive our grant and undertake a research internship abroad in the summer of 2019.
To do so, send your application and the following documents before December 9-th 2018 to the Foundation:
- a copy of student’s national ID;
- a copy of student’s grades record (with all the examination periods);
- a copy of an undergraduate degree transcript (all semesters) and diploma with grades (for master’s students and active research associates);
- copies of diplomas, certificates, scientific projects, etc.;
- an essay on the following topic: “My internship: my accomplishments and future plans in science ”;
- a recommendation from his/her Research Advisor/University Chancellor or Vice-Chancellor;
- CV
All the documents must be sent to the Foundation’s email: info@yessenovfoundation.org
Please confirm receipt of your application by phone: + 7 727 346 92 88.
On January 9th 2019 we will announce the results of the first stage of the competition and share the list of the second stage participants. The winners of the competition will be shortlisted at the end of January.
Seen by: 1,647",2232
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2020/,Program of the scientific internships in the World laboratories – 2020 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2020
“RESEARCH INTERNSHIP IN WORLD LABORATORIES” COMPETITION
The Shakhmardan Yessenov Science and Education Foundation launches its annual grant competition for 17 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to BECOME A GRANT WINNER AND UNDERTAKE A RESEARCH INTERNSHIP ABROAD IN THE SUMMER OF 2020
To do so submit your application down below, including the following documents before December 9 2019:
Mandatory documents:
- ID scan;
- An essay on the following topic: “My research internship: my achievements and future plans in science”;
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades (for Master’s students and research specialists) or a diploma from the last place of study (undergraduate students) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates*;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates*;
- Publications – no more than 2 publications*
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
17 grants will be allocated to the strongest candidates:
- 10 grants will be allocated to 2-3-year undergraduate students;
- 7 grants will be allocated to final year undergraduate students, 1-2-year Master’s students, and active research specialists.
 Provisions
Downloaded: 1215, Size: 148.4 KB
 First round results
Downloaded: 2459, Size: 134.3 KB
 Winners
Downloaded: 2219, Size: 119.5 KB
Seen by: 1,424",2051
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2022/,Program of the scientific internships in the World laboratories – 2022 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2022
“RESEARCH INTERNSHIP IN WORLD LABORATORIES” COMPETITION
 The Shakhmardan Yessenov Science and Education Foundation launches its annual grant competition for 10 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to BECOME A GRANT WINNER AND UNDERTAKE A RESEARCH INTERNSHIP ABROAD IN THE SUMMER OF 2022
To do so submit your application down below, including the following documents before December 9, 2021:
Mandatory documents:
- ID scan;
- An essay on the following topic: “Innovative ideas for the popularization of science and the development of education, science or production in the field of their specialization in Kazakhstan.”;
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades (for Master’s students and research specialists) or a diploma from the last place of study (undergraduate students) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates*;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates*;
- Publications – no more than 2 publications*
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
The program provides 10 grants for summer internships in leading scientific and research laboratories of the world, lasting up to 90 days.
 Provisions
Downloaded: 662, Size: 33.1 KB
 List of the 2nd round participants
Downloaded: 638, Size: 8.3 KB
 List of Winners
Downloaded: 617, Size: 12.1 KB
Seen by: 1,516",2048
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2023/,Program of the scientific internships in the World laboratories – 2023 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2023
“RESEARCH INTERNSHIP IN WORLD LABORATORIES” COMPETITION
The Shakhmardan Yessenov Science and Education Foundation launches its annual grant competition for 10 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
If you are:
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to BECOME A GRANT WINNER AND UNDERTAKE A RESEARCH INTERNSHIP ABROAD IN THE SUMMER OF 2022
To do so submit your application down below, including the following documents before November 30, 2022:
Mandatory documents:
- ID scan;
- An essay on the following topic: “Research of my dreams”.
The essay should contain answers to the following questions:
- what research experience do you have?
- how do you represent the research of your dreams and what can be done to accomplish it.
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades (for Master’s students and research specialists) or a diploma from the last place of study (undergraduate students) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates*;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates*;
- Publications – no more than 2 publications*
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
The program provides 10 grants for summer internships in leading scientific and research laboratories of the world, lasting up to 90 days.
Seen by: 1,870",1957
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-2024/,Program of the scientific internships in the World laboratories – 2024 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the World laboratories – 2024
Please read the Program Provisions at the bottom of the page carefully!
The Shakhmardan Yessenov Foundation launches its annual grant competition for 10 grants for undergraduate students, master’s students, and active research associates who wish to undertake a research internship in a leading laboratory of the world.
If you are:
- A citizen of the Republic of Kazakhstan;
- Enrolled at a university in Kazakhstan or an active research specialist;
- Specializing technical or natural sciences;
- Interested in pursuing a PhD and aspire to a career in science in the long-term;
- Eager to contribute to the development of science in Kazakhstan.
You have the chance to BECOME A GRANT WINNER AND UNDERTAKE A RESEARCH INTERNSHIP ABROAD IN THE SUMMER OF 2024
To do so strarting October 9 submit your application down below, including the following documents by November 14, 2023:
Mandatory documents:
- ID scan;
- An essay on the following topic: “Research of my dreams”.
 The essay should contain answers to the following questions:
 – what research experience do you have?
 – how you see yourself exploring your dream and what can be done to accomplish it (send only in an editable Microsoft Word document).
- Transcripts (all semesters of study);
- Bachelor’s degree diploma with grades (for Master’s students and research specialists) or a diploma from the last place of study (undergraduate students) – no more than 1 document;
- Curriculum Vitae.
Additional documents:
- Certificates in Science – no more than 3 certificates*;
- Certificates in active involvement in public life and volunteering – no more than 2 certificates*;
- Publications – no more than 2 publications*
- Recommendation of a research supervisor/the vice-rector or rector of the university – no more than 1 document.
The program provides 10 grants for summer internships in leading scientific and research laboratories of the world, lasting up to 90 days.
Seen by: 5,546",2014
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-laboratories-of-great-britain-2017/,Program of the scientific internships in the laboratories of Great Britain - 2017 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in the laboratories of Great Britain – 2017
The sponsorship program of the Academic Shahmardan Yesenov Scientific and Educational Foundation provides an opportunity for 5 students and specialists to undergo summer internships in the laboratories of the United Kingdom.
Terms of the program:
Eligibility: citizens of the Republic of Kazakhstan over 18 years old, acting specialists in the field of chemistry and oil and gas, as well as undergraduate, graduate, doctorate students studying in the above-mentioned areas of higher education in Kazakhstan.
Number of grants: 5
Required documents:
- Summary;
- A copy of the identity card;
- A copy of the record book (all sessions) or a diploma of higher education;
- Copies of diplomas, certificates, competitions of scientific works;
- Motivation letter on the topic “I need an internship for …”;
- The recommendation of the pro-rector / rector / university or supervisor;
- Certificate / document confirming the level of English (IELTS / TOEFL / other).
At the time of filling in the application, the applicant selects one professor with the topic of scientific work, over which the applicant plans to work during the internship. A list of professors with a description of their scientific work is indicated in the application.
Deadline for submitting documents: until 23/04/2017
Notes: The application in English with all the package of documents must be sent to the e-mail address of the Foundation: info@vessenovfoundation.org.
Documents on the program:
Seen by: 1,040",1557
research-internships,https://yessenovfoundation.org/en/about-us/programs/science/research-internships/ri-world-2018/,Program of the scientific internships in laboratories of the world - 2018 — Shakhmardan Yessenov Foundation,"Program of the scientific internships in laboratories of the world – 2018
The program provides an opportunity for the ten best students who have completed two competitive selections to receive sponsorship for a summer internship in laboratories around the world in 2018
Terms of the program:
Eligibility: citizens of the Republic of Kazakhstan over 18 years old, acting specialists in the field of chemistry and oil and gas, as well as undergraduate, graduate, doctorate students studying in the above-mentioned areas of higher education in Kazakhstan.
Number of grants: 5
Required documents:
- Summary;
- A copy of the identity card;
- A copy of the record book (all sessions) or a diploma of higher education;
- Copies of diplomas, certificates, competitions of scientific works;
- Motivation letter on the topic “I need an internship for …”;
- The recommendation of the pro-rector / rector / university or supervisor;
- Certificate / document confirming the level of English (IELTS / TOEFL / other).
At the time of filling in the application, the applicant selects one professor with the topic of scientific work, over which the applicant plans to work during the internship. A list of professors with a description of their scientific work is indicated in the application.
Deadline for submitting documents: until 10.12.2017
Notes: The application in English with all the package of documents must be sent to the e-mail address of the Foundation: info@yessenovfoundation.org.
Documents on the program:
Seen by: 1,225",1520
orleu,https://yessenovfoundation.org/en/about-us/programs/science/orleu/eng-orleu-program-2024/,Orleu program - 2024 — Shakhmardan Yessenov Foundation,"Orleu program – 2024
Please read the Program Provisions at the bottom of the page carefully!
Shakhmardan Yessenov Foundation announces a competition for 10 grants for applicants from low-income families who have not received a state or any other grant for higher (bachelor’s) tuition fees.
Only students and citizens of the Republic of Kazakhstan, who have good academic performance (the certificate should not have grades below 4 (four) on a five-point scale or similar in the letter, percentage system) or GPA not lower than 2.67, from low-income families for further study in universities of the Republic of Kazakhstan (bachelor’s degree) can participate in the Competition.
To enter the competition of the «ÓRLEÝ» program, you need to submit an online application from May 22 to July 22, 2024 through the foundation’s website at yessenovfoundation.org.
*Applications will be accepted on July 22, 2024 at 15:00 Astana time (UTC +5).
The application must be accompanied by:
Required documents for parents and (or) legal representative of the scholarship applicant:
- a scanned copy of an identity card;
- certificate of pension: by age, by disability (if any);
- certificate of benefits: loss of a breadwinner, multi-child family, care for a child, unemployment, targeted social assistance and other grounds, in accordance with the legislation of the Republic of Kazakhstan (if any);
- certificate confirming entrepreneurial activity or absence thereof;
- statement of pension contributions as of the date of application from the legal representative and (or) parents of the scholarship applicant
- information about the presence/absence of housing, a car, a subsidiary farm, etc.
Required documents for the scholarship applicant:
- A scanned copy of an identity card;
- Motivational letter (no more than 750 words) containing:
 a. information about yourself and your family, about how many people live in the family;
 b. about their interests and hobbies;
 c. about their achievements;
 d. information about the reasons for the need for financial support to pay for tuition;
 e. reasons for choosing this specialty for the study;
 f. plans for the next 10 years.
- High school diploma/college diploma (applicants with grades below “good” and “excellent” are not considered), certificate of passing the UNT (for admission to universities), transcript for university students;
- Disability certificate (if any);
- Certificate of a foster child from an orphanage or foster home.
Additional documents:
- Letters of recognition and diplomas for academic achievements – not more than 2 pieces*;
- Letters of recognition and diplomas for other achievements (sports, creative, etc.) – no more than 2 pieces*;
- Photos from the last three years: family, where there are all family members or most of them (for the last three years) – 2 pieces.
The Foundation considers a limited number of certificates and diplomas. The grant applicant must independently select the certificates that best showcase his/her achievements.
Seen by: 2,448",3028
orleu,https://yessenovfoundation.org/en/about-us/programs/science/orleu/orleu-2022/,Galimzhan Yesenov's Foundation — Shakhmardan Yessenov Foundation,"Orleu program – 2022
ORLEU COMPETITION
 Shakhmardan Yessenov Foundation announces a competition for 10 grants for applicants from low-income families who have not received a state or any other grant for higher (bachelor’s) tuition fees.
A school/orphan home/youth center/college graduate who is planning to study at a Kazakh university for a degree in science or technology is eligible for the program. Applications from young people with special needs are also accepted.
To enter the competition of the «ÓRLEÝ» program, you need to submit an online application from 25 April to 20 July 2022 through the foundation’s website at yessenovfoundation.org.
*Applications will be accepted on July 20, 2022 at 15:00 Nur-Sultan time (GMT+6).
The application must be accompanied by:
Obligatory documents for the parent or legal representative:
- scanned copy of the identity card;
- scanned copies of documents confirming the social status of the Applicant:
- certificate of family composition
- certificate of pension (by age, disability) if available;
- certificate of benefits (for loss of breadwinner, for large families, for maternity, for unemployment, TSA, etc.), if available;
- certificate of the presence or absence of a business object;
- statement of pension contributions as of the date of application from the applicant’s legal representative or parents;
- Information on the presence/absence of residence, car, household, etc.
Obligatory documents for applicants:
- Scanned copy of the identity card;
- A motivation letter containing:- information about yourself and your family; interests and hobbies, about your achievements;
- information on the reasons for needing financial assistance for tuition fees;
- why did I choose this particular specialty to get an education;
- about plans for the next 10 years.
 
- High school graduation certificate/college diploma (applicants with grades below “good and excellent” will not be considered), UNT certificate (for admission to universities);
- Certificate of disability if available;
- Certificate of orphanage’s or youth center’s pupil.
Additional documents:
- Certificates and diplomas for academic achievements – no more than 2 pcs.*;
- Photo 2021-2022.:- applicant with a good close-up (not a passport shot, resolution at least 1280×720 px) – 1 pc.
- family pictures with all or most of the family members present (no later than 2019, resolution of at least 1280×720 px) – 2 pcs.
 
Seen by: 1,394",2455
orleu,https://yessenovfoundation.org/en/about-us/programs/science/orleu/orleu-2023/,Orleu-2023 — Shakhmardan Yessenov Foundation,"Orleu program – 2023
Please read the Program Provisions at the bottom of the page carefully!
Shakhmardan Yessenov Foundation announces a competition for 10 grants for applicants from low-income families who have not received a state or any other grant for higher (bachelor’s) tuition fees.
A school/orphan home/youth center/college graduate who is planning to study at a Kazakh university for a degree in science or technology sciences and pedagogical (only in science subjects) is eligible for the program. Applications from young people with special needs are also accepted.
To enter the competition of the «ÓRLEÝ» program, you need to submit an online application from April 25 to July 14, 2023 through the foundation’s website at yessenovfoundation.org.
*Applications will be accepted on July 14, 2023 at 15:00 Astana time (GMT+6).
The application must be accompanied by:
Required documents for parents and (or) legal representative of the scholarship applicant:
- a scanned copy of an identity card;
- certificate of pension: by age, by disability (if any);
- certificate of benefits: loss of a breadwinner, multi-child family, care for a child, unemployment, targeted social assistance and other grounds, in accordance with the legislation of the Republic of Kazakhstan (if any);
- certificate confirming entrepreneurial activity or absence thereof;
- statement of pension contributions as of the date of application from the legal representative and (or) parents of the scholarship applicant;
- information about the presence/absence of housing, a car, a subsidiary farm, etc.
Required documents for the scholarship applicant:
- A scanned copy of an identity card;
- Motivational letter (no more than 750 words) containing:
- information about yourself and your family, about how many people live in the family;- about their interests and hobbies;
- about their achievements;
- information about the reasons for the need for financial support to pay for tuition;
- reasons for choosing this specialty for the study;
- plans for the next 10 years.
 
- High school diploma/college diploma (applicants with grades below “good and excellent” are not considered), certificate of passing the UNT (for admission to universities), transcript for university students;
- Disability certificate (if any);
- Certificate of a foster child from an orphanage or foster home.
Additional documents:
- Letters of recognition and diplomas for academic achievements – not more than 2 pieces*;
- Letters of recognition and diplomas for other achievements (sports, creative, etc.) – no more than 2 pieces*;
- Photos from the last three years:- family, where there are all family members or most of them (for the last three years) – 2 pieces.
 
If deemed applicable, the Foundation reserves the right to request additional documents.
Seen by: 1,859",2832
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/ydl-2018/,Yessenov Data Lab 2018 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2018
The Yessenov Data Lab is an 8-week long intensive summer school that fast launches into the Data Scientist career to solve challenges that various businesses face. Upon completion of the program, the participants will receive a Data Scientist certificate.
Dates of the school: Jun 11 – Aug 3, 2018
 Schedule: Mon-Fri 9am-6pm
 Cohort: 20 participants
 Venue: AlmaU, Almaty
The graduates of the summer school can look for to acquire the following skills:
- Programming in Python within data analysis
- Preprocessing
- Visualization of data and finding data dependency
- Forecasting on the basis of historical data
- Understanding different algorithms of training
- Right choice of model of training
- Fundamental understanding of functioning of neural networks
Program eligibility
Applicants must be a Kazakhstani citizen (over 18), student (undergraduate, graduate or Ph.D.) or practicing specialist with strong analytical skills and basic knowledge in linear algebra and statistics.
Requirements to the applicants:
- Strong analytical skills
- Basic knowledge of statistics and linear algebra
- The following is a plus:- Programming skills;
- Knowledge of source control (git/svn/…), command line/ssh, testing, developer methodologies (Agile/spiral/…), cloud familiarity (AWS/Azure/…);
- Certificates of successful completion of programming courses or a bachelor diploma in Science in CS or other tech discipline (math, physics, and engineering);
- Upper intermediate English (6.5 IELTS or 90 TOEFL ibt or other way to show fluency).
 
Number of grants: 20
Winners will undertake a course on a gratuitous basis. The participants residing outside of Almaty will be provided with financial sponsorship that covers a two-way domestic flight to Almaty, accommodation and daily meals on ground or a cash equivalent of the listed expenses for the period of the Program.
Instruction language: Russian with occasional usage of technical English.
Required documents:
- Copy of ID;
- Copy of diplomas, certificates on completion of courses (programming, statistics, etc.), participation in loympiads (math, IT or any other tech disciplines);
- Copy of transcript (all completed semesters) and a copy of bachelor degree diploma with transcript (for graduates and specialists);
- Essay on “I want to learn data analysis to…” (not less than 7 sentences and no more than 2 pages);
- Detailed portfolio demonstrating achievements in IT field (where possible);
- Certificates of English language tests (where possible).
Application call is open from February 26 through April 15, 2018.
Application and all the required documents must be sent to the Foundation’s e-mail: info@yessenovfoundation.org.
- Provision
- Application
- Program
- 2 round participants
- 3 round participantsDownloaded: 609, Size: 21.3 KB
- WinnersDownloaded: 685, Size: 20.3 KB
Seen by: 1,148",2872
